"canonicalname","guild","citationSource","simplified_disease_1","simplified_disease_2","accepted_name","kingdom","names_to_use"
"Colletotrichum_rhombiforme","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum rhombiforme","Fungi","Colletotrichum_rhombiforme"
"Colletotrichum_riograndense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum riograndense","Fungi","Colletotrichum_riograndense"
"Colletotrichum_rusci","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Colletotrichum rusci","Fungi","Colletotrichum_rusci"
"Colletotrichum_salicis","Endophyte Plant_Pathogen","Christian_N,_et_al._2016._Microbial_Ecology_72:621-632_((http://doi.org/10.1002/ecy.2543)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_black_canker_dieback","anthracnose_canker_dieback","Colletotrichum salicis","Fungi","Colletotrichum_salicis"
"Colletotrichum_salsolae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum salsolae","Fungi","Colletotrichum_salsolae"
"Colletotrichum_sansevieriae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_leaf_blight_lesion","anthracnose_blight_lesion","Colletotrichum sansevieriae","Fungi","Colletotrichum_sansevieriae"
"Colletotrichum_scovillei","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum scovillei","Fungi","Colletotrichum_scovillei"
"Colletotrichum_sedi","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","saprobe","saprobe","Colletotrichum sedi","Fungi","Colletotrichum_sedi"
"Colletotrichum_siamense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_fruit_rot_leaf_drop_leaf_spot","anthracnose_leaf_drop_leaf_spot_rot","Colletotrichum siamense","Fungi","Colletotrichum_siamense"
"Colletotrichum_sidae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","seedling_blight_stem_spot","blight_stem_spot","Colletotrichum sidae","Fungi","Colletotrichum_sidae"
"Colletotrichum_simmondsii","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum simmondsii","Fungi","Colletotrichum_simmondsii"
"Colletotrichum_sloanei","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum sloanei","Fungi","Colletotrichum_sloanei"
"Colletotrichum_sojae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum sojae","Fungi","Colletotrichum_sojae"
"Colletotrichum_somersetense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Colletotrichum somersetense","Fungi","Colletotrichum_somersetense"
"Colletotrichum_sonchicola","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","saprobe","saprobe","Colletotrichum sonchicola","Fungi","Colletotrichum_sonchicola"
"Colletotrichum_spaethianum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum spaethianum","Fungi","Colletotrichum_spaethianum"
"Colletotrichum_spinosum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","seed_blight_stem_anthracnose","anthracnose_blight","Colletotrichum spinosum","Fungi","Colletotrichum_spinosum"
"Colletotrichum_piperis","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum stevensii","Fungi","Colletotrichum_stevensii"
"Colletotrichum_sublineola Colletotrichum_sublineolum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum sublineola","Fungi","Colletotrichum_sublineola"
"Colletotrichum_syzygicola Colletotrichum_syzygiicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum syzygiicola","Fungi","Colletotrichum_syzygiicola"
"Colletotrichum_tabacum","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum tabacum","Fungi","Colletotrichum_tabacum"
"Colletotrichum_taiwanense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum taiwanense","Fungi","Colletotrichum_taiwanense"
"Colletotrichum_tamarilloi","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum tamarilloi","Fungi","Colletotrichum_tamarilloi"
"Colletotrichum_tanaceti","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum tanaceti","Fungi","Colletotrichum_tanaceti"
"Colletotrichum_temperatum","Endophyte Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte_pathogen","pathogen","Colletotrichum","Fungi","Colletotrichum_temperatum"
"Colletotrichum_thailandicum","Endophyte Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte_pathogen","pathogen","Colletotrichum thailandicum","Fungi","Colletotrichum_thailandicum"
"Colletotrichum_theobromicola","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","crown_rot_fruit_rot_fruit_spot_leaf_spot_stem_girdling_stolon_lesion","fruit_spot_leaf_spot_rot_stem_girdling_stolon_lesion","Colletotrichum","Fungi","Colletotrichum_theobromicola"
"Colletotrichum_ti","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum ti","Fungi","Colletotrichum_ti"
"Colletotrichum_tofieldiae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogenity_unknown","pathogenity_unknown","Colletotrichum tofieldiae","Fungi","Colletotrichum_tofieldiae"
"Colletotrichum_torulosum","Endophyte Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte_leaf_spot","leaf_spot","Colletotrichum torulosum","Fungi","Colletotrichum_torulosum"
"Colletotrichum_trichellum","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum trichellum","Fungi","Colletotrichum_trichellum"
"Colletotrichum_trifolii","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_dieback_discoloration","anthracnose_dieback_discoloration","Colletotrichum trifolii","Fungi","Colletotrichum_trifolii"
"Colletotrichum_tropicale","Endophyte Plant_Pathogen","Christian_N,_et_al._2016._Microbial_Ecology_72:621-632_((http://doi.org/10.1002/ecy.2543)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte_fruit_rot_lesion","lesion__rot","Colletotrichum tropicale","Fungi","Colletotrichum_tropicale"
"Colletotrichum_tropicicola","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum tropicicola","Fungi","Colletotrichum_tropicicola"
"Colletotrichum_capsici Colletotrichum_truncatum Glomerella_truncata Steirochaete_capsici Vermicularia_capsici","Endophyte Plant_Pathogen","Costa_IPMW,_et_al._2012._Mycotaxon_119:e26_((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND Costa_IPMW,_et_al._2012._Mycotaxon_119:e26_((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf));_The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose anthracnose_blight_dieback_fruit_rot_leaf_rot__stem_rot anthracnose_blight_dieback_fruit_rot_leaf_rot_stem_rot NA","anthracnose anthracnose_blight_dieback__rot anthracnose_blight_dieback_rot NA","Colletotrichum truncatum","Fungi","Colletotrichum_truncatum"
"Colletotrichum_unamunoi","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum unamunoi","Fungi","Colletotrichum_unamunoi"
"Colletotrichum_utrechtense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Colletotrichum utrechtense","Fungi","Colletotrichum_utrechtense"
"Colletotrichum_vietnamense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose","anthracnose","Colletotrichum vietnamense","Fungi","Colletotrichum_vietnamense"
"Colletotrichum_viniferum","Saprotroph","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","anthracnose_post_harvest_disease","anthracnose_post_harvest_disease","Colletotrichum viniferum","Fungi","Colletotrichum_viniferum"
"Colletotrichum_vittalense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Colletotrichum vittalense","Fungi","Colletotrichum_vittalense"
"Colletotrichum_walleri","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum walleri","Fungi","Colletotrichum_walleri"
"Colletotrichum_wuxiense","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum wuxiense","Fungi","Colletotrichum_wuxiense"
"Colletotrichum_xanthorrhoeae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","leaf_spot","leaf_spot","Colletotrichum xanthorrhoeae","Fungi","Colletotrichum_xanthorrhoeae"
"Colletotrichum_yunnanense","Endophyte","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","endophyte","endophyte","Colletotrichum yunnanense","Fungi","Colletotrichum_yunnanense"
"Colletotrichum_zoysiae","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","pathogen","pathogen","Colletotrichum zoysiae","Fungi","Colletotrichum_zoysiae"
"Collophora_africana Collophora_capensis","Plant_Pathogen","Damm_U,_et_al._2010._Persoonia_24:60-80_((http://doi.org/10.3767/003158510X500705)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm AND Damm_U,_et_al._2010._Persoonia_24:60-80_((http://doi.org/10.3767/003158510X500705)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","associated_to_disease","associated_to_disease","Collophorina africana","Fungi","Collophorina_africana"
"Collophora_hispanica","Plant_Pathogen","USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","internal_discoloration_internal_necrosis","internal_discoloration_internal_necrosis","Collophorina hispanica","Fungi","Collophorina_hispanica"
"Collophora_rubra","Plant_Pathogen","Damm_U,_et_al._2010._Persoonia_24:60-80_((http://doi.org/10.3767/003158510X500705)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","associated_to_disease","associated_to_disease","Collophorina rubra","Fungi","Collophorina_rubra"
"Collybia_bakerensis","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybia bakerensis","Fungi","Collybia_bakerensis"
"Collybia_cirrhata","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybia cirrhata","Fungi","Collybia_cirrhata"
"Collybia_cookei","Fungal_Parasite Saprotroph","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi AND List_compiled_by_John_Plischke_III_((http://home.comcast.net/~grifola/fungionfungi.pdf))",NA,NA,"Collybia cookei","Fungi","Collybia_cookei"
"Collybia_dorotheae","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybia dorotheae","Fungi","Collybia_dorotheae"
"Collybia_endota","Saprotroph","Grgurinovic_CA,_Simpson_JA._2001._Fungal_Diversity_8:97-127_((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))",NA,NA,"Collybia endota","Fungi","Collybia_endota"
"Collybia_eucalyptorum","Wood_Saprotroph","Grgurinovic_CA,_Simpson_JA._2001._Fungal_Diversity_8:97-127_((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))",NA,NA,"Collybia eucalyptorum","Fungi","Collybia_eucalyptorum"
"Collybia_kurara","Saprotroph","Grgurinovic_CA,_Simpson_JA._2001._Fungal_Diversity_8:97-127_((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))",NA,NA,"Collybia kurara","Fungi","Collybia_kurara"
"Collybia_moola","Saprotroph","Grgurinovic_CA,_Simpson_JA._2001._Fungal_Diversity_8:97-127_((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))",NA,NA,"Collybia moola","Fungi","Collybia_moola"
"Collybia_nijerria","Saprotroph","Grgurinovic_CA,_Simpson_JA._2001._Fungal_Diversity_8:97-127_((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))",NA,NA,"Collybia nijerria","Fungi","Collybia_nijerria"
"Collybia_alutacea","Saprotroph","Grgurinovic_CA,_Simpson_JA._2001._Fungal_Diversity_8:97-127_((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))",NA,NA,"Collybia ochracea","Fungi","Collybia_ochracea"
"Collybia_percava","Saprotroph","Grgurinovic_CA,_Simpson_JA._2001._Fungal_Diversity_8:97-127_((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))",NA,NA,"Collybia percava","Fungi","Collybia_percava"
"Marasmius_semiustus","Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",NA,NA,"Collybia semiusta","Fungi","Collybia_semiusta"
"Collybia_tuberosa","Fungal_Parasite Saprotroph","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi AND James_TY,_et_al._2006._Nature_443:818-822_((https://doi.org/10.1038/nature05110));_List_compiled_by_John_Plischke_III_((http://home.comcast.net/~grifola/fungionfungi.pdf)) AND Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybia tuberosa","Fungi","Collybia_tuberosa"
"Collybia_yerilla","Saprotroph","Grgurinovic_CA,_Simpson_JA._2001._Fungal_Diversity_8:97-127_((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))",NA,NA,"Collybia yerilla","Fungi","Collybia_yerilla"
"Collybia_zonata","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybia zonata","Fungi","Collybia_zonata"
"Gymnopus_biformis","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybiopsis biformis","Fungi","Collybiopsis_biformis"
"Gymnopus_confluens","Saprotroph","Bassler_etal2015_Ectomycorrhizal_fungi_have_larger_fruit_bodies_than_saprotrophic_fungi AND Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybiopsis confluens","Fungi","Collybiopsis_confluens"
"Gymnopus_dichrous","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybiopsis dichroa","Fungi","Collybiopsis_dichroa"
"Gymnopus_diminutus","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybiopsis diminuta","Fungi","Collybiopsis_diminuta"
"Gymnopus_eneficola","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybiopsis eneficola","Fungi","Collybiopsis_eneficola"
"Marasmiellus_foliiphilus","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybiopsis foliiphila","Fungi","Collybiopsis_foliiphila"
"Gymnopus_gibbosus","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybiopsis gibbosa","Fungi","Collybiopsis_gibbosa"
"Gymnopus_indoctus","Saprotroph","Sánchez-García,_M_et_al._2020._Proc_Natl_Acad_Sci_U_S_A_117(51):_32528-32534",NA,NA,"Collybiopsis indocta","Fungi","Collybiopsis_indocta"
